Ad ID ,Category ,Locations ,Car Makes,Car Model,Year,Tax Type,Condition,Body Type,Fuel,Transmission,Color,Link,Title,Price,Year Used
9402754,Cars for Sale,Phnom Penh,Toyota,Prius,2005.0,Plate Number,Used,Sedan,Hybrid,Auto,Blue,https://www.khmer24.com/en/cars/prius-05-full-adid-9402754.html,Prius 05 full,"$8,900 ",18.0
9531970,Cars for Sale,Phnom Penh,Ford,Ranger Raptor,2020.0,Plate Number,Used,Pickup,Diesel,Auto,Black,https://www.khmer24.com/en/cars/ford-ranger-raptor-2020-adid-9531970.html,Ford Ranger Raptor 2020,"$49,000 ",3.0
9308276,Cars for Sale,Phnom Penh,Toyota,Land Cruiser,1998.0,Plate Number,Used,SUV,LPG,Manual,Black,https://www.khmer24.com/en/cars/land-98-up-06-adid-9308276.html,Land 98 up 06,"$10,500 ",25.0
9503115,Cars for Sale,Phnom Penh,Honda,CR-V,1998.0,Plate Number,Used,,Petrol,Auto,Silver,https://www.khmer24.com/en/cars/crv-1998-adid-9503115.html,CRV 1998,"$4,600 ",25.0
9525660,Cars for Sale,Phnom Penh,Toyota,Highlander,2002.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/highlander-2002-adid-9525660.html,Highlander 2002,"$17,500 ",21.0
9545631,Cars for Sale,Phnom Penh,Toyota,Highlander,2001.0,Plate Number,Used,SUV,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%80-adid-9545631.html,ឡានលក់,"$12,000 ",22.0
9545630,Cars for Sale,Phnom Penh,Lexus,RX350,2010.0,Tax Paper,New,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/lexus-rx350-%E1%9E%86%E1%9E%93-2010-full-options-10-%E1%9E%98%E1%9E%93%E1%9E%98%E1%9E%9F%E1%9E%9F%E1%9E%93-adid-9545630.html,LEXUS RX350 ឆ្នាំ 2010 Full options 10 មុឺនម៉ៃស្សុីន,"$48,500 ",13.0
9160136,Cars for Sale,Phnom Penh,Mitsubishi,Xpander,2023.0,Tax Paper,New,MPV (Minivan),Petrol,Auto,Silver,https://www.khmer24.com/en/cars/xpander-cross-2023-adid-9160136.html,Xpander Cross 2023,"$35,500 ",0.0
9464806,Cars for Sale,Phnom Penh,Ford,Ranger Wildtrak,2022.0,Plate Number,Used,Pickup,Diesel,Auto,White,https://www.khmer24.com/en/cars/ford-ranger-wildtrak-2022-%E1%9E%94%E1%9E%9A%E1%9E%8F%E1%9E%85-2%E1%9E%98%E1%9E%93km-%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%91%E1%9E%89%E1%9E%80%E1%9E%9F-adid-9464806.html,Ford Ranger Wildtrak 2022 ប្រើតិច 2មុឺនKm ម្ចាស់ទិញកេស,"$44,900 ",1.0
9545627,Cars for Sale,Phnom Penh,Lexus,RX300,2002.0,Plate Number,Used,,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%90%E1%9E%98%E1%9E%8E%E1%9E%9F%E1%9E%86%E1%9E%9302%E1%9E%94%E1%9E%841-adid-9545627.html,ឡានស្អាតថ្មីណាស់ឆ្នាំ02ប៉ុង1,"$12,500 ",21.0
9545625,Cars for Sale,Phnom Penh,Lexus,RX300,2001.0,Plate Number,Used,Other,Petrol,Auto,White,https://www.khmer24.com/en/cars/rx300-2001-p1-%E1%9E%96%E1%9E%8E%E1%9E%9F%E1%9E%9A%E1%9E%80%E1%9E%98%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%84%E1%9E%A0%E1%9E%99%E1%9E%9F%E1%9E%9A%E1%9E%94%E1%9E%92%E1%9E%93%E1%9E%A1%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%8A%E1%9E%85%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%9A%E1%9E%80%E1%9E%A1%E1%9E%93%E1%9E%87%E1%9E%81%E1%9E%9B%E1%9E%93%E1%9E%AF%E1%9E%84-adid-9545625.html,RX300   2001  P1​  ពណ៍​សរ​កាំមៃឡានលែងហេីយ​ស្រាបធានាឡាន​ស្អាត់ដូចក្នុងរូកឡានជិះខ្លួនឯង,"$12,700 ",22.0
9541019,Cars for Sale,Phnom Penh,BMW,5 Series,2012.0,Tax Paper,New,,,,White,https://www.khmer24.com/en/cars/bmw-5-series-2012-up-to-2022-%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%9B%E1%9E%84-%E1%9E%80%E1%9E%80%E1%9E%98%E1%9E%93%E1%9E%8F%E1%9E%98%E1%9E%9B%E1%9E%96%E1%9E%9F%E1%9E%9F-%E1%9E%A1%E1%9E%93%E1%9E%98%E1%9E%80%E1%9E%8A%E1%9E%9B%E1%9E%8A%E1%9E%98%E1%9E%817-adid-9541019.html,BMW 5 series 2012 up to 2022 ក្នុងលឿង កក់មុនតម្លៃពិសេស ឡានមកដល់ដើមខែ7,"$32,500 ",11.0
9491610,Cars for Sale,Phnom Penh,Toyota,Prius,2010.0,Tax Paper,Used,Hatchback,Hybrid,Auto,Silver,https://www.khmer24.com/en/cars/toyota-prius-010-%E1%9E%8F%E1%9E%98%E1%9E%9B%E1%9E%96%E1%9E%9F%E1%9E%9F-adid-9491610.html,TOYOTA PRIUS 010 តម្លៃពិសេស,"$17,800 ",13.0
9308787,Cars for Sale,Phnom Penh,Toyota,Prius,2010.0,Plate Number,Used,Hatchback,Hybrid,Auto,Gray,https://www.khmer24.com/en/cars/option-03-%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98-adid-9308787.html,OPTION 03 ម្ចាស់ដេីម,"$18,700 ",13.0
9533555,Cars for Sale,Phnom Penh,Toyota,Prius,2011.0,Tax Paper,Used,,Hybrid,Auto,White,https://www.khmer24.com/en/cars/prius-011-option-04-adid-9533555.html,Prius 011 option 04,"$20,500 ",12.0
9543385,Cars for Sale,Phnom Penh,Toyota,Prius,2010.0,Tax Paper,Used,Hatchback,Hybrid,Auto,Silver,https://www.khmer24.com/en/cars/toyota-prius-010-option-05-auto-parking-adventure-adid-9543385.html,TOYOTA PRIUS 010 OPTION 05  AUTO PARKING ADVENTURE,"$20,300 ",13.0
9545620,Cars for Sale,Phnom Penh,Lexus,RX300,2001.0,Plate Number,Used,SUV,Electric,Auto,White,https://www.khmer24.com/en/cars/lexus-rx300-%E1%9E%86%E1%9E%932001%E1%9E%94%E1%9E%8402-%E1%9E%A1%E1%9E%93%E1%9E%87-9600-adid-9545620.html,Lexus RX300 ឆ្នាំ2001ប៉ុង02 ឡានជិះ 9600$,"$9,600 ",22.0
8764033,Cars for Sale,Battambang,Toyota,Prius,2006.0,Tax Paper,New,SUV,Petrol,Auto,Red,https://www.khmer24.com/en/cars/toyota-prius-2006full-option-adid-8764033.html,Toyota Prius 2006Full Option,"$15,555 ",17.0
9273075,Cars for Sale,Phnom Penh,Toyota,Hilux Vigo,2011.0,Plate Number,Used,,,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%9A%E1%9E%89%E1%9E%94-adid-9273075.html,ឡានលក់ប្រញាប់,"$23,600 ",12.0
9273115,Cars for Sale,Phnom Penh,Toyota,Hilux Vigo,2007.0,Plate Number,Used,,,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%9A%E1%9E%89%E1%9E%94%E1%9E%9B%E1%9E%99-adid-9273115.html,ឡានលក់ប្រញាប់លុយ,"$22,300 ",16.0
9307951,Cars for Sale,Phnom Penh,Lexus,NX,2015.0,Plate Number,Used,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/lexus-nx200t-full-f-sport-2015-%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%88%E1%9E%9A-%E1%9E%82%E1%9E%873-%E1%9E%9F%E1%9E%80%E1%9E%98-adid-9307951.html,Lexus NX200T Full F-Sport 2015 ក្នុងឈ័រី គុជ3 សកម៉ៃ,"$47,900 ",8.0
9363898,Cars for Sale,Phnom Penh,Mazda,BT50,2020.0,Plate Number,Used,Pickup,Diesel,Manual,White,https://www.khmer24.com/en/cars/mazda-2019-eaclipe-full-option-32-adid-9363898.html,Mazda 2019 Eaclipe Full option 3.2,"$28,700 ",3.0
9424618,Cars for Sale,Phnom Penh,Rolls-Royce,Ghost,2014.0,Plate Number,Used,SUV,,Auto,Black,https://www.khmer24.com/en/cars/roll-royce-ghost-ewb-2014-update-to-2022-adid-9424618.html,Roll Royce ghost EWB 2014 Update to 2022,"$200,000 ",9.0
9533350,Cars for Sale,Phnom Penh,Toyota,Hilux REVO,2018.0,Plate Number,Used,Pickup,Diesel,Auto,White,https://www.khmer24.com/en/cars/toyota-hilux-revo-2018-%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98-adid-9533350.html,Toyota Hilux Revo 2018 ម្ចាស់ដេីម,"$35,800 ",5.0
9536058,Cars for Sale,Phnom Penh,Lexus,NX,2018.0,Tax Paper,Used,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/lexus-nx300-2018-fsport-adid-9536058.html,Lexus NX300 2018 FSport,"$62,000 ",5.0
8826220,Cars for Sale,Phnom Penh,Land Rover,Range Rover Vogue,2010.0,Plate Number,Used,SUV,Diesel,Auto,,https://www.khmer24.com/en/cars/%E1%9E%93%E1%9E%A2%E1%9E%98%E1%9E%8E%E1%9E%9F-adid-8826220.html,នៅអេមណាស់,"$23,000 ",13.0
9375216,Cars for Sale,Phnom Penh,Toyota,Scion,2005.0,Plate Number,Used,Sedan,Petrol,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%8E%E1%9E%9F-adid-9375216.html,ឡាននៅស្អាតណាស់,"$7,900 ",18.0
9492719,Cars for Sale,Phnom Penh,Honda,Odyssey,2006.0,Plate Number,Used,MPV (Minivan),Petrol,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%98%E1%9E%93%E1%9E%9F%E1%9E%9C%E1%9E%94%E1%9E%9A-adid-9492719.html,ឡានមិនសូវប្រើ,"$12,000 ",17.0
8769014,Cars for Sale,Phnom Penh,Lexus,RX330,2004.0,Plate Number,Used,,Petrol,Auto,,https://www.khmer24.com/en/cars/rx-330-%E1%9E%9F%E1%9E%9A%E1%9E%94%E1%9E%9B%E1%9E%80-adid-8769014.html,RX 330 សំរាប់លក់,"$26,500 ",19.0
9448103,Cars for Sale,Phnom Penh,Ford,Everest,2023.0,Plate Number,New,SUV,Diesel,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%93%E1%9E%8A%E1%9E%85%E1%9E%85%E1%9E%84-adid-9448103.html,ឡាននៅដូចចឹង,"$69,900 ",0.0
9452127,Cars for Sale,Phnom Penh,Kia,Selto,2022.0,Plate Number,New,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%9A%E1%9E%90%E1%9E%99%E1%9E%93%E1%9E%8F%E1%9E%93%E1%9E%8A%E1%9E%85%E1%9E%90%E1%9E%98-adid-9452127.html,រថយន្តនៅដូចថ្មី,"$29,800 ",1.0
9211177,Cars for Sale,Phnom Penh,Kia,Carnival,2019.0,Tax Paper,New,,Diesel,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%9A%E1%9E%90%E1%9E%99%E1%9E%93%E1%9E%8F%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%8E%E1%9E%9F-adid-9211177.html,រថយន្តនៅស្អាតណាស់,"$35,000 ",4.0
8781543,Cars for Sale,Phnom Penh,Toyota,Land Cruiser,2008.0,Tax Paper,Used,,,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%9A%E1%9E%90%E1%9E%99%E1%9E%93%E1%9E%8F%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F-%E1%9E%91%E1%9E%84%E1%9E%80%E1%9E%93%E1%9E%84-%E1%9E%91%E1%9E%84%E1%9E%80%E1%9E%9A-adid-8781543.html,រថយន្តនៅស្អាត ទាំងក្នុង ទាំងក្រៅ,"$53,000 ",15.0
9535075,Cars for Sale,Phnom Penh,Toyota,Highlander,2002.0,Plate Number,Used,SUV,Petrol,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%93%E1%9E%90%E1%9E%98-adid-9535075.html,ឡាននៅថ្មី,"$12,500 ",21.0
9106535,Cars for Sale,Phnom Penh,Ford,Everest,2020.0,Plate Number,New,SUV,Diesel,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98%E1%9E%91%E1%9E%89%E1%9E%81%E1%9E%9B%E1%9E%89%E1%9E%82-adid-9106535.html,ម្ចាស់ដើមទិញខ្លាញ់គោ,"$49,500 ",3.0
9545613,Cars for Sale,Phnom Penh,Hyundai,Atoz,1997.0,Plate Number,Used,Other,Petrol,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%98%E1%9E%81%E1%9E%80%E1%9E%9A%E1%9E%99%E1%9E%A2%E1%9E%8F%E1%9E%94%E1%9E%80%E1%9E%AF%E1%9E%9F%E1%9E%9A%E1%9E%82%E1%9E%9A%E1%9E%94-adid-9545613.html,ឡានស្អាតមុខក្រោយអត់បុកឯសារគ្រប់,"$1,800 ",26.0
9453407,Cars for Sale,Phnom Penh,Ford,Bronco,2021.0,Tax Paper,New,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/brand-new-ford-bronco-adid-9453407.html,Brand New Ford Bronco,"$115,000 ",2.0
9472257,Cars for Sale,Phnom Penh,Lexus,HS,2010.0,Tax Paper,New,,Hybrid,Auto,White,https://www.khmer24.com/en/cars/2010-lexus-hs250h-full-prime-hud-adid-9472257.html,2010 Lexus HS250h Full Prime HUD,"$29,999 ",13.0
9545610,Cars for Sale,Phnom Penh,Toyota,Highlander,2003.0,Plate Number,Used,SUV,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/hld-2003-adid-9545610.html,HLD 2003,"$14,700 ",20.0
9526639,Cars for Sale,Phnom Penh,Toyota,Corolla,1995.0,Plate Number,Used,Other,Petrol,Auto,White,https://www.khmer24.com/en/cars/corolla95-adid-9526639.html,Corolla..95,"$2,800 ",28.0
9480461,Cars for Sale,Phnom Penh,Lexus,RX330,2004.0,Plate Number,Used,SUV,Petrol,Auto,Silver,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%8E%E1%9E%9F-adid-9480461.html,ឡាននៅស្អាតណាស់,"$19,500 ",19.0
9133801,Cars for Sale,Phnom Penh,Toyota,Camry,2007.0,Plate Number,Used,SUV,,Auto,Silver,https://www.khmer24.com/en/cars/camary-2007-le-%E1%9E%81%E1%9E%85%E1%9E%8E%E1%9E%9F-adid-9133801.html,camary 2007 Le ខ្ចី​ណាស់​,"$18,900 ",16.0
9149484,Cars for Sale,Phnom Penh,Toyota,Alphard,2017.0,Tax Paper,Used,,,Auto,White,https://www.khmer24.com/en/cars/toyota-alphard-2017-%E1%9E%95%E1%9E%9B%E1%9E%8F%E1%9E%9B%E1%9E%81-adid-9149484.html,Toyota Alphard 2017 ផ្លាតលេខ,"$75,000 ",6.0
9432861,Cars for Sale,Phnom Penh,Toyota,Camry,2007.0,Plate Number,Used,Sedan,Hybrid,Auto,White,https://www.khmer24.com/en/cars/camry-07-hybrid-full-option-adid-9432861.html,Camry 07 Hybrid full option,"$18,900 ",16.0
9474451,Cars for Sale,Phnom Penh,Toyota,Highlander,2002.0,Plate Number,Used,SUV,Petrol,Auto,Black,https://www.khmer24.com/en/cars/02-%E1%9E%94%E1%9E%841-%E1%9E%A1%E1%9E%93%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F-adid-9474451.html,02 ប៉ុង1 ឡាននៅស្អាត,"$12,000 ",21.0
9521579,Cars for Sale,Phnom Penh,Toyota,Prius,2010.0,Tax Paper,New,SUV,Hybrid,Auto,Silver,https://www.khmer24.com/en/cars/%E1%9E%9B%E1%9E%80prius-2010-option-%E1%9E%9F%E1%9E%A1%E1%9E%A1%E1%9E%93%E1%9E%90%E1%9E%98%E1%9E%91%E1%9E%80%E1%9E%90%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F-%E1%9E%98%E1%9E%80%E1%9E%8A%E1%9E%9B%E1%9E%8107%E1%9E%94%E1%9E%84%E1%9F%97-adid-9521579.html,លក់Prius 2010 option សូឡាឡានថ្មីទឹកថ្នាំស្អាត មកដល់ខែ07បងៗ,"$16,900 ",13.0
9471859,Cars for Sale,Phnom Penh,Toyota,Highlander,2003.0,Plate Number,Used,SUV,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/%E1%9E%9A%E1%9E%90%E1%9E%99%E1%9E%93%E1%9E%8F%E1%9E%9F%E1%9E%A2%E1%9E%8F-adid-9471859.html,រថយន្តស្អាត,"$13,800 ",20.0
9102545,Cars for Sale,Phnom Penh,Ford,Everest,2020.0,Plate Number,New,SUV,Diesel,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%9A%E1%9E%90%E1%9E%99%E1%9E%93%E1%9E%8F%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%8A%E1%9E%85%E1%9E%90%E1%9E%98-full-options-adid-9102545.html,រថយន្តស្អាតដូចថ្មី full options,"$49,500 ",3.0
9487975,Cars for Sale,Phnom Penh,Ford,E-Series,2020.0,Plate Number,New,SUV,Petrol,Auto,Blue,https://www.khmer24.com/en/cars/%E1%9E%9F%E1%9E%9A%E1%9E%94%E1%9E%A1%E1%9E%93%E1%9E%94%E1%9E%9A%E1%9E%94%E1%9E%9310000km-adid-9487975.html,សំរាប់ឡានប្រើបាន10000km,"$19,500 ",3.0
9543715,Cars for Sale,Phnom Penh,Toyota,Prius,2008.0,Plate Number,Used,Hatchback,Hybrid,Auto,White,https://www.khmer24.com/en/cars/prius-2008-full-option-%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98%E1%9E%95%E1%9E%91%E1%9E%9B-%E1%9E%91%E1%9E%94%E1%9E%93%E1%9E%80%E1%9E%9B-%E1%9E%91%E1%9E%80%E1%9E%90%E1%9E%93%E1%9E%A0%E1%9E%9F%E1%9E%931%E1%9E%87-adid-9543715.html,Prius 2008 full option ម្ចាស់ដើមផ្ទាល់ ទ្បានកាលី ទឹកថ្នាំហ្សុីន1ជុំ,"$12,500 ",15.0
9527291,Cars for Sale,Phnom Penh,Lexus,NX,2015.0,Plate Number,Used,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/lexus-nx200t-%E1%9E%86%E1%9E%93-2015-%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98%E1%9E%95%E1%9E%91%E1%9E%9B-%E1%9E%90%E1%9E%98%E1%9E%8E%E1%9E%9F-%E1%9E%91%E1%9E%80%E1%9E%90%E1%9E%93%E1%9E%A0%E1%9E%9F%E1%9E%931%E1%9E%87-adid-9527291.html,Lexus NX200t ឆ្នាំ 2015 ម្ចាស់ដើមផ្ទាល់ ថ្មីណាស់ ទឹកថ្នាំហ្សុីន1ជុំ,"$39,000 ",8.0
9454880,Cars for Sale,Phnom Penh,Porsche,Cayenne,2012.0,Plate Number,Used,,Hybrid,Auto,Black,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%80-adid-9454880.html,ឡានលក់,"$38,000 ",11.0
9543950,Cars for Sale,Phnom Penh,Toyota,RAV4,2002.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%93%E1%9E%9B%E1%9E%99toyota-rav4l-2002-%E1%9E%94%E1%9E%84-%E1%9F%A1-adid-9543950.html,ឡានលក់បន្ទាន់លុយTOYOTA RAV4L 2002 ប៉ុង ១,"$11,950 ",21.0
9543963,Cars for Sale,Phnom Penh,Toyota,Corolla,2003.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/toyota-corolla-s-2003%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98-adid-9543963.html,TOYOTA COROLLA S 2003ម្ចាស់ដើម,"$10,700 ",20.0
9543981,Cars for Sale,Phnom Penh,Toyota,Corolla,2003.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/toyota-corolla-s-2003-adid-9543981.html,TOYOTA COROLLA S 2003,"$10,800 ",20.0
9543998,Cars for Sale,Phnom Penh,Honda,CR-V,2002.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/honda-crv-2002-%E1%9E%A0%E1%9E%9C%E1%9E%9B%E1%9E%96%E1%9E%89-adid-9543998.html,HONDA CRV 2002 ហ្វូលពេញ,"$10,700 ",21.0
9544010,Cars for Sale,Phnom Penh,Lexus,RX300,2001.0,Plate Number,Used,,,Auto,Gray,https://www.khmer24.com/en/cars/%E1%9E%9B%E1%9E%80%E1%9E%94%E1%9E%93%E1%9E%91%E1%9E%93%E1%9E%81%E1%9E%9B%E1%9E%84-rx-300-2001-%E1%9E%94%E1%9E%84-%E1%9F%A1%E1%9E%96%E1%9E%80%E1%9E%80%E1%9E%8E%E1%9E%8F%E1%9E%9B%E1%9E%A0%E1%9E%9C%E1%9E%9B-adid-9544010.html,លក់បន្ទាន់ខ្លាំង RX 300 2001 ប៉ុង ១ពាក់កណ្តាលហ្វូល,"$11,500 ",22.0
9544021,Cars for Sale,Phnom Penh,Toyota,RAV4,2002.0,Plate Number,Used,,Petrol,Auto,White,https://www.khmer24.com/en/cars/toyota-rav4l-2002-%E1%9E%A0%E1%9E%9C%E1%9E%9B%E1%9E%96%E1%9E%89-abs-adid-9544021.html,TOYOTA RAV4L 2002 ហ្វូលពេញ  ABS,"$11,850 ",21.0
9484785,Cars for Sale,Kampong Thom,Toyota,Highlander,2002.0,Plate Number,Used,SUV,Petrol,Auto,Silver,https://www.khmer24.com/en/cars/%E1%9E%90%E1%9E%98%E1%9E%8E%E1%9E%9F%E1%9E%88%E1%9E%98%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98%E1%9E%95%E1%9E%91%E1%9E%9B-%E1%9E%86%E1%9E%932002-v6-adid-9484785.html,ថ្មីណាស់ឈ្មោះម្ចាស់ដើមផ្ទាល់ ឆ្នាំ2002 V6,"$15,800 ",21.0
9065674,Cars for Sale,Kampong Thom,Toyota,Camry,2002.0,Plate Number,Used,Sedan,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/camry-02-xle-adid-9065674.html,Camry 02 XLE,"$12,500 ",21.0
9289757,Cars for Sale,Kampong Thom,Lexus,LX470,1999.0,Plate Number,Used,SUV,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/%E1%9E%A1%E1%9E%93%E1%9E%9B%E1%9E%84%E1%9E%A0%E1%9E%99%E1%9E%98%E1%9E%A2%E1%9E%98-adid-9289757.html,ឡានលេងហើយម៉ាអេម,"$15,500 ",24.0
9425899,Cars for Sale,Phnom Penh,Ford,Ecosport,2020.0,Plate Number,Used,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/ford-eco-sport-2020-adid-9425899.html,Ford ECo Sport 2020,"$20,900 ",3.0
9543869,Cars for Sale,Kampong Thom,Toyota,Prius,2006.0,Plate Number,Used,Sedan,Petrol,Auto,Red,https://www.khmer24.com/en/cars/2006-full-no-map-adid-9543869.html,2006 Full No Map,"$10,500 ",17.0
9545598,Cars for Sale,Phnom Penh,Toyota,Highlander,2004.0,Plate Number,New,SUV,Petrol,Auto,Gold,https://www.khmer24.com/en/cars/%E1%9E%91%E1%9E%89%E1%9E%96%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98-%E1%9E%8F%E1%9E%9B%E1%9E%96%E1%9E%9F%E1%9E%9F-%E1%9E%94%E1%9E%9A%E1%9E%89%E1%9E%94%E1%9E%9B%E1%9E%99%E1%9E%94%E1%9E%84%E1%9E%9C%E1%9E%9B-adid-9545598.html,ទិញពីម្ចាស់ដើម តំលៃពិសេស ប្រញប់លុយបង្វិល,"$18,500 ",19.0
9239558,Cars for Sale,Phnom Penh,Toyota,Highlander,2002.0,Plate Number,New,,Petrol,Auto,Blue,https://www.khmer24.com/en/cars/2002-v6-%E1%9E%94%E1%9E%841-12500-adid-9239558.html,2002 V6 ប៉ុង1 12500$,"$12,500 ",21.0
9226856,Cars for Sale,Phnom Penh,Toyota,Highlander,2004.0,Plate Number,New,,Petrol,Auto,White,https://www.khmer24.com/en/cars/2004-v4-%E1%9E%94%E1%9E%841%E1%9E%80%E1%9E%93%E1%9E%84%E1%9E%94%E1%9E%9A%E1%9E%95%E1%9E%80%E1%9E%A22%E1%9E%87-adid-9226856.html,2004 V4 ប៉ុង1ក្នុងប្រផេះកៅអី2ជួ,"$17,500 ",19.0
9471741,Cars for Sale,Phnom Penh,Lexus,RX330,2004.0,Plate Number,New,,,Auto,White,https://www.khmer24.com/en/cars/2004-hfull-%E1%9E%94%E1%9E%841%E1%9E%98%E1%9E%85%E1%9E%9F%E1%9E%8A%E1%9E%98-adid-9471741.html,2004 hfull ប៉ុង1ម្ចាស់ដើម,"$24,500 ",19.0
9011860,Cars for Sale,Phnom Penh,Toyota,Tundra,2008.0,Tax Paper,Used,Pickup,Petrol,Auto,White,https://www.khmer24.com/en/cars/tundra-2008-%E1%9E%91%E1%9E%94%E1%9E%93%E1%9E%9F%E1%9E%A2%E1%9E%8F%E1%9E%98%E1%9E%93%E1%9E%84%E1%9E%99%E1%9E%87%E1%9E%94-adid-9011860.html,Tundra 2008 ទ្បានស្អាតមិនងាយជួប,"$24,500 ",15.0
9069731,Cars for Sale,Phnom Penh,Land Rover,Range Rover Vogue,2015.0,Tax Paper,Used,SUV,Petrol,Auto,White,https://www.khmer24.com/en/cars/range-rover-vogue-2015-adid-9069731.html,Range Rover Vogue 2015,"$75,000 ",8.0
9069733,Cars for Sale,Phnom Penh,Toyota,Camry,2009.0,Tax Paper,Used,Sedan,Petrol,Auto,White,https://www.khmer24.com/en/cars/camry-le-2009-adid-9069733.html,Camry LE 2009,"$20,500 ",14.0
9545593,Cars for Sale,Phnom Penh,Toyota,Camry,1997.0,Plate Number,Used,Other,Petrol,Auto,White,https://www.khmer24.com/en/cars/camry97-adid-9545593.html,Camry.97,"$4,100 ",26.0
9481112,Cars for Sale,Phnom Penh,Toyota,Highlander,2002.0,Plate Number,Used,,,,Gold,https://www.khmer24.com/en/cars/highlander-02-v6-13900%E1%9E%85%E1%9E%9A%E1%9E%85%E1%9E%9A-adid-9481112.html,Highlander 02 V6  13900$ចរចារ,"$13,900 ",21.0
8814814,Cars for Sale,Phnom Penh,Mercedes-Benz,C300,2017.0,Plate Number,Used,Sports,Petrol,Auto,Black,https://www.khmer24.com/en/cars/mercedes-benz-c-class-c300-coupe-adid-8814814.html,Mercedes-Benz C-Class C300 coupe,"$57,999 ",6.0
9533888,Cars for Sale,Phnom Penh,Toyota,Prius,2012.0,Tax Paper,Used,Sedan,Hybrid,Auto,White,https://www.khmer24.com/en/cars/toyota-prius-2010-options-3-adid-9533888.html,Toyota Prius 2010 options 3,"$22,800 ",11.0
